Jawaban,Produk,Fitur,Bahan
"[4, 4, 2, 4, 3, 1, 2, 4, 4, 2, 4, 3, 2, 4]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[3, 3, 1, 3, 4, 3, 3, 2, 3, 2, 3, 2, 3, 2]","Sunscreen, Serum","Balanced, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Water"
"[1, 1, 2, 1, 1, 4, 2, 3, 3, 4, 1, 2, 3, 2]","Sunscreen, Toner","Hydrating, Acne Free","Niacinamide, Panthenol, Cica, Glycerin"
"[4, 1, 4, 2, 2, 2, 2, 3, 3, 2, 4, 3, 1, 1]","Sunscreen, Serum","Balancing, Oil Control","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[4, 4, 3, 1, 3, 2, 4, 1, 2, 3, 2, 1, 1, 1]","Sunscreen, Serum","Hydrating, Oil Control","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 1, 2, 1, 4, 1, 2, 2, 2, 2, 2, 4, 2, 4]","Cleanser, Sunscreen","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 3, 3, 4, 3, 3, 4, 4, 3, 2, 3, 1, 4, 3]","Sunscreen, Serum","Protective, Custom Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[1, 3, 4, 2, 2, 1, 1, 3, 1, 1, 3, 3, 3, 4]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Glycerin, Allantoin, Ceramide"
"[2, 4, 1, 1, 3, 2, 1, 1, 3, 4, 3, 1, 1, 1]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Glycerin, Bakuchiol"
"[1, 1, 1, 3, 4, 4, 2, 2, 4, 2, 2, 4, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Allantoin, Panthenol, Glycerin, Ceramide"
"[2, 1, 2, 3, 1, 2, 3, 2, 2, 2, 4, 4, 3, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 4, 2, 3, 4, 2, 2, 1, 1, 1, 1, 4, 3, 3]","Sunscreen, Calming Mask","Acne Free, Protective","Allantoin, Niacinamide, Water, Salicylic Acid"
"[2, 1, 4, 4, 2, 4, 1, 1, 4, 1, 4, 2, 3, 3]","Sunscreen, Toner","Pore Care, Balancing","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[3, 2, 3, 2, 3, 1, 1, 1, 2, 4, 3, 2, 3, 3]","Sunscreen, Cleanser","Acne Prevention, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[2, 3, 3, 2, 1, 2, 2, 1, 1, 2, 4, 4, 3, 2]","Sunscreen, Cleanser","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[2, 1, 1, 1, 1, 4, 3, 4, 4, 3, 4, 4, 3, 1]","Sunscreen, Booster","Pore Care, Hydrating","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 1, 2, 4, 1, 4, 3, 4, 3, 3, 3, 1, 2, 4]","Serum, Booster","Balancing, Custom Care","Panthenol, Niacinamide, Ceramide, Allantoin"
"[3, 3, 3, 3, 2, 4, 2, 1, 3, 3, 3, 3, 4, 3]","Sunscreen, Serum","Balanced, Custom Care","Allantoin, Niacinamide, Water, Cica"
"[4, 3, 1, 3, 4, 2, 2, 4, 1, 3, 4, 3, 1, 1]","Sunscreen, Moisturizer","Balancing, Balanced","Panthenol, Allantoin, Ceramide, Glycol"
"[4, 3, 2, 2, 4, 1, 2, 2, 4, 4, 3, 3, 4, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Allantoin, Niacinamide, Glycol"
"[2, 1, 1, 3, 1, 1, 2, 3, 1, 2, 3, 1, 4, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Water"
"[3, 3, 1, 3, 1, 3, 2, 1, 1, 4, 1, 3, 3, 1]","Sunscreen, Moisturizer","Balanced, Acne Free","Allantoin, Cica, Ceramide, Water"
"[1, 4, 4, 4, 2, 2, 1, 3, 2, 4, 4, 2, 1, 4]","Serum, Moisturizer","Balancing, Oil Control","Panthenol, Niacinamide, Ceramide, Salicylic Acid"
"[2, 4, 2, 4, 2, 3, 4, 3, 3, 4, 2, 2, 2, 3]","Serum, Essence","Pore Care, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 3, 4, 4, 1, 4, 1, 3, 2, 4, 1, 2, 2, 1]","Moisturizer, Calming Mask","Hydrating, Balanced","Panthenol, Glycerin, Ceramide, Cica"
"[1, 3, 1, 2, 4, 3, 4, 4, 1, 1, 4, 2, 2, 1]","Booster, Moisturizer","Hydrating, Custom Care","Panthenol, Ceramide, Glycerin, Allantoin"
"[1, 1, 3, 2, 3, 2, 4, 1, 2, 4, 1, 4, 4, 2]","Sunscreen, Cleanser","Oil Control, Protective","Niacinamide, Allantoin, Cica, Salicylic Acid"
"[4, 3, 2, 1, 1, 3, 4, 2, 4, 3, 1, 2, 2, 2]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Cica, Glycol"
"[2, 4, 4, 4, 4, 2, 4, 2, 1, 4, 2, 1, 1, 1]","Cleanser, Mask","Pore Care, Custom Care","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[4, 1, 2, 2, 3, 1, 1, 4, 2, 3, 4, 4, 2, 2]","Sunscreen, Booster","Balancing, Oil Control","Niacinamide, Panthenol, Allantoin, Glycol"
"[3, 4, 3, 4, 1, 4, 3, 2, 2, 1, 1, 3, 3, 1]","Serum, Sunscreen","Balanced, Balanced Hydration","Niacinamide, Panthenol, Allantoin, Cica"
"[3, 2, 1, 3, 4, 2, 2, 2, 1, 2, 2, 1, 4, 1]","Sunscreen, Essence","Acne Free, Soothing","Allantoin, Salicylic Acid, Niacinamide, Water"
"[1, 4, 1, 3, 2, 2, 4, 2, 4, 3, 1, 2, 4, 3]","Sunscreen, Serum","Soothing, Minimal Care","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[3, 1, 2, 4, 2, 2, 3, 2, 3, 1, 3, 2, 2, 2]","Serum, Sunscreen","Balanced Hydration, Balancing","Panthenol, Niacinamide, Allantoin, Retinol"
"[2, 4, 1, 3, 3, 4, 1, 1, 2, 4, 2, 1, 1, 1]","Cleanser, Sunscreen","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Glycerin"
"[4, 2, 3, 3, 1, 1, 2, 1, 4, 1, 3, 2, 3, 3]","Sunscreen, Serum","UV Protection, Balancing","Allantoin, Cica, Water, Niacinamide"
"[4, 3, 1, 3, 4, 4, 1, 3, 1, 3, 1, 4, 1, 1]","Sunscreen, Moisturizer","Balancing, Balanced","Allantoin, Panthenol, Glycerin, Ceramide"
"[2, 2, 1, 1, 2, 4, 2, 2, 1, 1, 4, 4, 3, 1]","Sunscreen, Cleanser","Hydrating, Pore Care","Panthenol, Salicylic Acid, Glycerin, Ceramide"
"[4, 1, 2, 4, 1, 2, 3, 3, 2, 4, 1, 2, 1, 4]","Serum, Calming Mask","Balancing, Calming","Panthenol, Niacinamide, Cica, Glycol"
"[2, 1, 3, 1, 4, 1, 1, 2, 3, 3, 4, 2, 1, 2]","Serum, Sunscreen","Pore Care, Acne Prevention","Panthenol, Allantoin, Cica, Niacinamide"
"[1, 3, 4, 1, 2, 3, 4, 4, 2, 4, 3, 3, 2, 2]","Booster, Sunscreen","Balanced, Hydrating","Panthenol, Niacinamide, Glycerin, Ceramide"
"[2, 1, 3, 2, 2, 1, 3, 1, 1, 3, 3, 3, 4, 1]","Sunscreen, Serum","Pore Care, Hydrating","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[3, 2, 1, 1, 3, 4, 1, 1, 2, 1, 2, 3, 2, 2]","Sunscreen, Essence","Balanced Hydration, Pore Care","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[3, 1, 1, 2, 2, 2, 4, 3, 1, 1, 3, 4, 4, 1]","Sunscreen, Moisturizer","Oil Control, Balanced","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 4, 4, 2, 4, 3, 4, 3, 4, 2, 3, 3, 2, 4]","Sunscreen, Booster","Balancing, Balanced","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 1, 4, 2, 2, 3, 2, 3, 3, 3, 3, 2, 1, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[3, 2, 2, 4, 1, 4, 4, 1, 2, 4, 2, 2, 3, 4]","Essence, Spot Treatment","Balancing, Calming","Panthenol, Allantoin, Niacinamide, Cica"
"[4, 3, 2, 4, 1, 1, 3, 3, 4, 2, 2, 3, 4, 3]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Niacinamide, Panthenol, Water"
"[4, 4, 4, 4, 3, 2, 1, 2, 2, 1, 2, 2, 2, 4]","Serum, Sunscreen","Balancing, Oil Control","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[3, 4, 1, 4, 4, 1, 3, 1, 4, 2, 1, 3, 2, 1]","Sunscreen, Serum","Balancing, UV Protection","Allantoin, Panthenol, Water, Niacinamide"
"[2, 4, 2, 2, 1, 2, 3, 2, 4, 4, 4, 3, 2, 2]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 2, 2, 3, 3, 1, 3, 4, 4, 2, 4, 1, 4, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Water"
"[1, 4, 2, 1, 1, 3, 2, 1, 3, 4, 2, 3, 2, 2]","Calming Mask, Essence","Hydrating, Acne Free","Allantoin, Niacinamide, Glycerin, Ceramide"
"[3, 4, 4, 2, 1, 3, 2, 4, 1, 3, 1, 1, 4, 1]","Cleanser, Essence","Acne Free, Hydrating","Salicylic Acid, Allantoin, Niacinamide, Ceramide"
"[2, 3, 3, 1, 3, 3, 3, 4, 3, 1, 4, 3, 3, 4]","Serum, Sunscreen","Balanced, Protective","Niacinamide, Panthenol, Allantoin, Ceramide"
"[3, 2, 4, 2, 4, 3, 1, 2, 4, 1, 2, 4, 3, 4]","Sunscreen, Essence","Protective, Soothing","Allantoin, Salicylic Acid, Panthenol, Water"
"[4, 4, 1, 2, 4, 2, 4, 4, 3, 4, 4, 1, 2, 1]","Booster, Serum","Custom Care, Balancing","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[2, 3, 2, 2, 2, 4, 4, 3, 1, 4, 2, 3, 4, 2]","Sunscreen, Cleanser","Balanced, Soothing","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 1, 4, 2, 1, 2, 1, 4, 1, 1, 3, 2, 2, 1]","Sunscreen, Moisturizer","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[4, 3, 1, 1, 1, 4, 2, 2, 4, 2, 2, 4, 3, 2]","Sunscreen, Serum","Balanced, Acne Free","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[4, 1, 1, 4, 4, 3, 1, 1, 4, 4, 1, 2, 1, 3]","Sunscreen, Calming Mask","Balancing, Protective","Panthenol, Cica, Allantoin, Niacinamide"
"[2, 4, 3, 3, 3, 2, 1, 1, 2, 1, 4, 3, 1, 3]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 4, 1, 3, 4, 4, 3, 2, 3, 2, 3, 4, 4, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 3, 4, 1, 3, 1, 3, 4, 1, 2, 3, 4, 1, 3]","Sunscreen, Moisturizer","Protective, Balanced","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[1, 3, 1, 4, 1, 2, 3, 2, 4, 3, 3, 2, 3, 2]","Sunscreen, Serum","Balanced, Hydrating","Allantoin, Panthenol, Niacinamide, Ceramide"
"[3, 4, 1, 4, 3, 4, 4, 3, 3, 1, 3, 3, 4, 1]","Sunscreen, Serum","Custom Care, Balanced","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[3, 1, 4, 1, 2, 3, 2, 3, 3, 2, 1, 2, 2, 3]","Sunscreen, Essence","Protective, Balanced Hydration","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[2, 4, 3, 2, 1, 1, 1, 2, 3, 4, 2, 1, 3, 2]","Cleanser, Serum","Pore Care, Soothing","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[3, 4, 4, 3, 3, 1, 4, 2, 1, 1, 2, 4, 2, 1]","Sunscreen, Essence","Balancing, Protective","Allantoin, Water, Panthenol, Niacinamide"
"[2, 2, 1, 1, 4, 4, 1, 4, 3, 2, 4, 3, 1, 1]","Booster, Sunscreen","Custom Care, Pore Care","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[3, 3, 3, 2, 2, 1, 2, 2, 1, 1, 1, 3, 3, 3]","Sunscreen, Serum","Balanced, Soothing","Allantoin, Niacinamide, Panthenol, Water"
"[1, 3, 1, 3, 3, 1, 3, 4, 2, 2, 4, 3, 1, 4]","Sunscreen, Moisturizer","Balancing, Balanced","Allantoin, Niacinamide, Panthenol, Ceramide"
"[3, 2, 2, 2, 3, 2, 4, 1, 3, 4, 3, 4, 4, 2]","Sunscreen, Spot Treatment","Balanced Hydration, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Water"
"[3, 3, 2, 2, 4, 3, 4, 4, 3, 3, 1, 2, 1, 3]","Booster, Essence","Custom Care, Protective","Panthenol, Allantoin, Niacinamide, Cica"
"[1, 4, 3, 2, 4, 4, 1, 1, 2, 2, 1, 3, 4, 1]","Moisturizer, Sunscreen","Hydrating, Oil Control","Niacinamide, Glycerin, Salicylic Acid, Cica"
"[1, 4, 3, 4, 4, 2, 2, 1, 4, 4, 3, 2, 3, 2]","Sunscreen, Serum","Acne Prevention, Balanced","Niacinamide, Cica, Panthenol, Allantoin"
"[1, 2, 4, 3, 4, 2, 2, 4, 1, 1, 4, 2, 2, 1]","Booster, Moisturizer","Hydrating, Balancing","Panthenol, Ceramide, Glycerin, Salicylic Acid"
"[4, 2, 1, 3, 2, 4, 2, 3, 4, 4, 3, 4, 3, 3]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 4, 2, 2, 3, 1, 3, 4, 4, 1, 3, 4, 3, 3]","Sunscreen, Cleanser","Protective, UV Protection","Niacinamide, Allantoin, Salicylic Acid, Water"
"[1, 2, 3, 2, 2, 2, 1, 2, 2, 1, 3, 4, 3, 1]","Sunscreen, Moisturizer","Oil Control, Hydrating","Niacinamide, Glycerin, Salicylic Acid, Ceramide"
"[2, 4, 2, 3, 1, 4, 2, 2, 3, 1, 2, 2, 2, 4]","Serum, Cleanser","Balancing, Pore Care","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[2, 3, 3, 2, 1, 4, 4, 1, 3, 3, 3, 2, 4, 2]","Sunscreen, Cleanser","Custom Care, Balanced","Allantoin, Cica, Niacinamide, Panthenol"
"[1, 4, 4, 2, 2, 2, 1, 3, 2, 3, 4, 4, 4, 1]","Sunscreen, Moisturizer","Oil Control, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Ceramide"
"[1, 4, 3, 3, 1, 2, 1, 4, 4, 1, 4, 3, 3, 4]","Sunscreen, Moisturizer","Balancing, UV Protection","Niacinamide, Allantoin, Panthenol, Glycerin"
"[2, 1, 2, 4, 1, 2, 2, 3, 3, 3, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 4, 3, 3, 1, 4, 2, 2, 3, 2, 4, 3, 2, 2]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Ceramide"
"[2, 2, 1, 2, 3, 3, 2, 2, 1, 3, 2, 1, 4, 4]","Cleanser, Sunscreen","Acne Free, Pore Care","Salicylic Acid, Niacinamide, Allantoin, Ceramide"
"[2, 3, 1, 2, 2, 3, 1, 4, 1, 1, 2, 4, 4, 4]","Sunscreen, Moisturizer","Soothing, Protective","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 4, 3, 1, 2, 2, 1, 1, 1, 4, 4, 3, 4, 2]","Sunscreen, Serum","Balancing, Hydrating","Panthenol, Niacinamide, Glycerin, Allantoin"
"[3, 3, 1, 3, 4, 3, 4, 1, 1, 1, 2, 4, 4, 1]","Sunscreen, Essence","Custom Care, Protective","Allantoin, Ceramide, Water, Panthenol"
"[2, 4, 3, 2, 4, 3, 1, 3, 1, 2, 1, 2, 3, 2]","Sunscreen, Cleanser","Pore Care, Acne Prevention","Niacinamide, Salicylic Acid, Cica, Panthenol"
"[1, 2, 2, 4, 1, 2, 3, 2, 4, 2, 1, 4, 3, 1]","Sunscreen, Serum","Hydrating, Protective","Niacinamide, Ceramide, Panthenol, Allantoin"
"[1, 1, 4, 1, 4, 4, 1, 2, 1, 4, 4, 1, 1, 2]","Moisturizer, Booster","Hydrating, Custom Care","Panthenol, Glycerin, Ceramide, Niacinamide"
"[2, 1, 1, 3, 3, 2, 1, 2, 1, 4, 1, 3, 3, 2]","Sunscreen, Moisturizer","Pore Care, Balanced","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[1, 3, 4, 2, 3, 4, 3, 3, 2, 4, 2, 4, 3, 3]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[2, 4, 3, 4, 3, 1, 2, 4, 1, 1, 1, 2, 2, 4]","Serum, Sunscreen","Balancing, Pore Care","Panthenol, Salicylic Acid, Niacinamide, Cica"
"[4, 2, 4, 2, 2, 3, 4, 1, 4, 2, 2, 1, 2, 3]","Sunscreen, Serum","Protective, Balancing","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 3, 2, 1, 2, 3, 2, 2, 1, 1, 4, 1, 2, 2]","Serum, Moisturizer","Balancing, Acne Free","Panthenol, Allantoin, Ceramide, Niacinamide"
"[3, 3, 2, 4, 1, 1, 4, 1, 1, 2, 3, 2, 1, 4]","Calming Mask, Sunscreen","Calming, Balanced","Allantoin, Panthenol, Cica, Niacinamide"
"[3, 4, 4, 1, 3, 4, 4, 4, 2, 3, 4, 1, 1, 2]","Booster, Sunscreen","Custom Care, Balanced Hydration","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[4, 4, 1, 4, 3, 1, 2, 4, 4, 4, 2, 4, 3, 4]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Allantoin, Glycol, Niacinamide"
"[1, 4, 4, 1, 2, 3, 3, 3, 3, 4, 2, 4, 2, 4]","Serum, Mask","Hydrating, Soothing","Panthenol, Glycerin, Ceramide, Niacinamide"
"[2, 3, 3, 1, 4, 4, 3, 4, 4, 2, 3, 4, 1, 3]","Sunscreen, Booster","Custom Care, Protective","Niacinamide, Allantoin, Panthenol, Cica"
"[2, 2, 3, 4, 4, 4, 4, 1, 2, 1, 3, 2, 2, 3]","Booster, Sunscreen","Custom Care, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[4, 3, 1, 4, 2, 2, 2, 4, 3, 1, 1, 3, 3, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Glycol, Niacinamide, Allantoin"
"[2, 1, 3, 3, 4, 2, 2, 3, 1, 2, 4, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 1, 4, 3, 2, 2, 4, 4, 3, 4, 4, 1, 1]","Sunscreen, Booster","Acne Free, Balancing","Allantoin, Salicylic Acid, Ceramide, Panthenol"
"[2, 2, 2, 3, 3, 3, 4, 4, 1, 2, 1, 1, 4, 4]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 1, 4, 2, 1, 4, 2, 1, 1, 1, 2, 1, 4, 2]","Cleanser, Sunscreen","Pore Care, Calming","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 4, 3, 3, 1, 3, 2, 1, 2, 4, 2, 2, 2, 1]","Cleanser, Calming Mask","Pore Care, Acne Prevention","Salicylic Acid, Cica, Allantoin, Niacinamide"
"[1, 4, 3, 2, 2, 3, 1, 3, 2, 4, 2, 2, 1, 4]","Serum, Moisturizer","Acne Prevention, Oil Control","Niacinamide, Salicylic Acid, Cica, Panthenol"
"[2, 1, 4, 2, 1, 3, 4, 4, 2, 3, 3, 3, 3, 3]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 1, 4, 2, 4, 2, 2, 2, 2, 4, 2, 2, 4, 4]","Cleanser, Toner","Oil Control, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[1, 3, 1, 2, 4, 4, 4, 4, 2, 4, 3, 4, 2, 1]","Booster, Moisturizer","Custom Care, Hydrating","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[2, 4, 4, 3, 3, 2, 3, 2, 3, 1, 2, 2, 4, 2]","Sunscreen, Serum","Pore Care, Soothing","Allantoin, Niacinamide, Salicylic Acid, Retinol"
"[4, 1, 2, 1, 2, 2, 4, 2, 3, 3, 4, 3, 3, 1]","Serum, Sunscreen","Balancing, Hydrating","Panthenol, Niacinamide, Glycerin, Ceramide"
"[4, 2, 2, 4, 2, 4, 4, 2, 4, 1, 1, 1, 1, 4]","Serum, Spot Treatment","Balancing, Acne Free","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[3, 4, 2, 1, 1, 3, 1, 4, 1, 2, 4, 3, 4, 4]","Sunscreen, Essence","Hydrating, Protective","Niacinamide, Panthenol, Allantoin, Glycerin"
"[2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 3, 4, 4, 1]","Sunscreen, Cleanser","Pore Care, Oil Control","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[4, 4, 3, 2, 3, 3, 2, 2, 1, 4, 2, 4, 2, 2]","Serum, Sunscreen","Protective, Balancing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[1, 3, 4, 4, 2, 4, 4, 2, 1, 4, 1, 1, 3, 4]","Serum, Moisturizer","Hydrating, Balanced","Panthenol, Ceramide, Glycerin, Salicylic Acid"
"[4, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 4, 4, 2]","Sunscreen, Serum","Oil Control, Balancing","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[1, 1, 4, 4, 3, 3, 1, 2, 1, 1, 2, 3, 4, 1]","Moisturizer, Sunscreen","Hydrating, Protective","Ceramide, Glycerin, Niacinamide, Allantoin"
"[2, 1, 4, 1, 2, 2, 2, 3, 4, 2, 2, 4, 1, 1]","Sunscreen, Cleanser","Pore Care, Hydrating","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[2, 2, 4, 4, 1, 3, 4, 1, 1, 2, 4, 1, 2, 1]","Booster, Cleanser","Balancing, Pore Care","Ceramide, Salicylic Acid, Panthenol, Niacinamide"
"[3, 1, 4, 4, 1, 2, 1, 4, 3, 1, 3, 1, 4, 3]","Sunscreen, Serum","Custom Care, Balanced Hydration","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 4, 1, 1, 4, 4, 1, 3, 4, 1, 1, 2, 4, 3]","Sunscreen, Booster","Custom Care, UV Protection","Panthenol, Allantoin, Niacinamide, Water"
"[4, 1, 1, 2, 4, 1, 1, 3, 3, 3, 3, 4, 1, 4]","Sunscreen, Serum","Balancing, Custom Care","Niacinamide, Allantoin, Panthenol, Glycol"
"[2, 4, 3, 2, 3, 1, 1, 3, 4, 3, 3, 3, 3, 2]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Allantoin, Salicylic Acid, Water"
"[1, 4, 2, 2, 2, 4, 3, 2, 3, 1, 4, 2, 3, 3]","Serum, Sunscreen","Soothing, Custom Care","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[3, 1, 1, 4, 1, 4, 3, 1, 1, 3, 3, 2, 4, 4]","Sunscreen, Serum","Balancing, Calming","Allantoin, Panthenol, Cica, Niacinamide"
"[1, 2, 2, 2, 3, 1, 3, 3, 1, 3, 4, 2, 2, 2]","Sunscreen, Moisturizer","Hydrating, Balancing","Niacinamide, Ceramide, Allantoin, Panthenol"
"[4, 2, 3, 4, 4, 2, 4, 4, 4, 4, 3, 2, 2, 2]","Booster, Sunscreen","Balancing, Custom Care","Panthenol, Glycol, Cica, Niacinamide"
"[4, 4, 2, 3, 1, 2, 2, 3, 1, 4, 4, 4, 1, 3]","Sunscreen, Calming Mask","Balancing, Acne Free","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 3, 4, 1, 4, 2, 1, 1, 3, 1, 4, 4, 4, 2]","Sunscreen, Moisturizer","Custom Care, Pore Care","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[3, 1, 3, 3, 2, 4, 1, 1, 1, 1, 2, 3, 1, 3]","Sunscreen, Essence","Soothing, Calming","Allantoin, Niacinamide, Cica, Water"
"[1, 1, 1, 4, 1, 1, 4, 4, 4, 3, 3, 3, 2, 2]","Sunscreen, Booster","Balancing, UV Protection","Allantoin, Panthenol, Niacinamide, Ceramide"
"[3, 1, 2, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 4]","Sunscreen, Serum","Custom Care, Balanced","Niacinamide, Panthenol, Allantoin, Water"
"[3, 3, 3, 4, 3, 2, 1, 4, 1, 1, 4, 4, 2, 3]","Sunscreen, Moisturizer","Balancing, Protective","Allantoin, Panthenol, Ceramide, Niacinamide"
"[2, 4, 4, 2, 4, 3, 4, 2, 3, 2, 4, 3, 4, 4]","Booster, Serum","Custom Care, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[4, 3, 1, 4, 1, 4, 2, 1, 4, 4, 3, 1, 1, 3]","Sunscreen, Calming Mask","Acne Free, Calming","Allantoin, Panthenol, Salicylic Acid, Cica"
"[3, 4, 3, 2, 4, 1, 4, 1, 2, 4, 2, 3, 3, 4]","Sunscreen, Essence","Oil Control, Custom Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 3, 1, 1, 4, 2, 2, 4, 4, 4, 1, 2, 4, 4]","Sunscreen, Booster","Acne Free, Custom Care","Panthenol, Allantoin, Water, Salicylic Acid"
"[2, 3, 1, 1, 2, 2, 1, 4, 2, 2, 1, 1, 1, 1]","Cleanser, Moisturizer","Acne Free, Hydrating","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[4, 2, 2, 3, 2, 2, 4, 4, 3, 1, 2, 2, 3, 4]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Glycol, Niacinamide, Allantoin"
"[2, 4, 1, 1, 2, 4, 2, 1, 3, 1, 2, 1, 3, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 1, 2, 3, 2, 1, 4, 4, 2, 2, 4, 1, 2, 3]","Sunscreen, Booster","Balancing, Acne Free","Niacinamide, Panthenol, Ceramide, Water"
"[2, 3, 4, 1, 4, 4, 3, 1, 1, 3, 2, 3, 1, 3]","Sunscreen, Moisturizer","Balanced, Hydrating","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[1, 2, 1, 4, 4, 3, 3, 4, 3, 1, 3, 1, 2, 3]","Sunscreen, Serum","Custom Care, Acne Free","Panthenol, Ceramide, Salicylic Acid, Niacinamide"
