Jawaban,Produk,Fitur,Bahan
"[2, 3, 1, 1, 2, 4, 3, 4, 1, 2, 1, 4, 4, 1]","Sunscreen, Moisturizer","Hydrating, Custom Care","Panthenol, Allantoin, Glycerin, Salicylic Acid"
"[2, 3, 1, 4, 4, 2, 1, 4, 1, 1, 1, 2, 3, 2]","Sunscreen, Moisturizer","Balanced, Custom Care","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[1, 2, 2, 2, 1, 4, 4, 4, 3, 4, 4, 1, 2, 1]","Booster, Moisturizer","Custom Care, Hydrating","Panthenol, Ceramide, Salicylic Acid, Niacinamide"
"[1, 4, 1, 3, 3, 1, 4, 3, 3, 1, 4, 4, 1, 1]","Sunscreen, Moisturizer","Hydrating, Balancing","Allantoin, Ceramide, Niacinamide, Glycerin"
"[3, 2, 3, 4, 1, 3, 1, 2, 4, 2, 4, 3, 1, 1]","Serum, Sunscreen","Balancing, Calming","Allantoin, Ceramide, Cica, Panthenol"
"[4, 3, 1, 3, 4, 3, 2, 3, 3, 4, 2, 4, 2, 1]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Salicylic Acid, Ceramide"
"[2, 4, 4, 3, 4, 3, 4, 1, 3, 4, 1, 4, 3, 2]","Sunscreen, Mask","Custom Care, Pore Care","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[1, 1, 4, 4, 1, 2, 3, 1, 1, 1, 1, 3, 2, 2]","Sunscreen, Calming Mask","Hydrating, Balancing","Allantoin, Ceramide, Niacinamide, Panthenol"
"[3, 4, 1, 3, 2, 1, 4, 1, 2, 1, 1, 2, 4, 2]","Sunscreen, Calming Mask","Balanced Hydration, UV Protection","Allantoin, Panthenol, Water, Salicylic Acid"
"[4, 3, 1, 2, 3, 1, 1, 3, 1, 2, 4, 4, 1, 2]","Sunscreen, Moisturizer","Protective, Balancing","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[1, 4, 2, 1, 4, 4, 3, 2, 1, 4, 4, 2, 4, 4]","Booster, Serum","Hydrating, Custom Care","Panthenol, Glycerin, Ceramide, Niacinamide"
"[1, 1, 3, 1, 3, 4, 4, 4, 3, 1, 4, 3, 3, 4]","Sunscreen, Booster","Custom Care, Hydrating","Panthenol, Niacinamide, Glycerin, Ceramide"
"[2, 3, 3, 4, 1, 4, 1, 1, 3, 2, 3, 3, 4, 2]","Sunscreen, Serum","Balanced, Calming","Allantoin, Niacinamide, Cica, Panthenol"
"[3, 1, 2, 4, 1, 1, 4, 1, 4, 4, 4, 2, 4, 1]","Sunscreen, Toner","Balancing, Calming","Allantoin, Panthenol, Water, Ceramide"
"[1, 2, 3, 2, 4, 2, 2, 1, 4, 2, 3, 1, 2, 4]","Sunscreen, Cleanser","Oil Control, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Cica"
"[3, 3, 3, 1, 3, 4, 3, 4, 2, 3, 1, 1, 1, 4]","Serum, Sunscreen","Custom Care, Balanced Hydration","Panthenol, Allantoin, Cica, Niacinamide"
"[2, 3, 2, 2, 2, 1, 2, 2, 2, 1, 3, 4, 4, 1]","Sunscreen, Cleanser","Balanced, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 2, 2, 3, 2, 3, 3, 1, 4, 3, 2, 1, 3]","Sunscreen, Spot Treatment","Oil Control, Protective","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[2, 1, 2, 2, 2, 4, 3, 1, 1, 4, 1, 1, 3, 4]","Cleanser, Serum","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[3, 3, 2, 4, 1, 2, 3, 2, 1, 2, 4, 2, 4, 2]","Sunscreen, Serum","Balanced Hydration, Balancing","Allantoin, Panthenol, Niacinamide, Ceramide"
"[2, 1, 2, 1, 3, 4, 3, 1, 3, 2, 1, 1, 4, 1]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[2, 4, 3, 4, 2, 4, 1, 3, 2, 1, 1, 1, 3, 3]","Sunscreen, Cleanser","Pore Care, Balanced","Niacinamide, Salicylic Acid, Panthenol, Cica"
"[2, 4, 4, 2, 1, 3, 4, 2, 4, 3, 4, 3, 2, 2]","Sunscreen, Booster","Pore Care, Balancing","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 4, 3, 2, 4, 4, 1, 3, 2, 2, 2, 2, 4, 2]","Sunscreen, Moisturizer","Acne Prevention, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 2, 4, 3, 1, 1, 4, 1, 4, 2, 1, 3, 2, 2]","Sunscreen, Calming Mask","Balanced Hydration, Balancing","Allantoin, Water, Cica, Panthenol"
"[2, 4, 2, 3, 3, 1, 2, 3, 2, 4, 4, 2, 3, 3]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Water, Allantoin"
"[1, 3, 1, 2, 2, 2, 4, 1, 3, 4, 2, 2, 3, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Allantoin, Niacinamide, Panthenol, Glycerin"
"[3, 1, 3, 1, 3, 3, 3, 1, 3, 4, 2, 1, 4, 1]","Essence, Serum","Hydrating, Protective","Allantoin, Niacinamide, Cica, Glycerin"
"[3, 2, 4, 1, 4, 2, 4, 3, 2, 3, 3, 2, 4, 3]","Sunscreen, Booster","Custom Care, Oil Control","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 4, 4, 4, 2, 2, 2, 1, 1, 3, 4, 3, 2, 3]","Sunscreen, Mask","Balancing, Balanced Hydration","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 1, 3, 2, 2, 3, 1, 3, 3, 2, 2, 4, 2, 4]","Serum, Sunscreen","Protective, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Bakuchiol"
"[1, 1, 1, 2, 4, 2, 3, 1, 1, 1, 1, 2, 4, 3]","Sunscreen, Moisturizer","Hydrating, Oil Control","Niacinamide, Panthenol, Cica, Allantoin"
"[3, 3, 4, 4, 3, 4, 1, 1, 2, 2, 2, 2, 1, 4]","Essence, Moisturizer","Balancing, Protective","Allantoin, Panthenol, Niacinamide, Cica"
"[4, 4, 2, 2, 3, 1, 1, 4, 2, 3, 4, 1, 3, 1]","Sunscreen, Cleanser","Balancing, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[3, 3, 2, 4, 3, 2, 3, 3, 2, 4, 3, 4, 4, 3]","Sunscreen, Serum","Balanced, Protective","Niacinamide, Allantoin, Water, Ceramide"
"[4, 1, 4, 4, 3, 2, 3, 2, 2, 1, 4, 4, 2, 1]","Serum, Sunscreen","Balancing, Protective","Panthenol, Niacinamide, Ceramide, Salicylic Acid"
"[4, 4, 3, 1, 1, 3, 3, 3, 1, 2, 3, 4, 3, 2]","Sunscreen, Serum","Protective, Balanced","Niacinamide, Allantoin, Panthenol, Cica"
"[1, 3, 1, 2, 2, 3, 3, 3, 4, 3, 2, 4, 2, 4]","Sunscreen, Serum","Balanced, Soothing","Allantoin, Panthenol, Ceramide, Salicylic Acid"
"[4, 4, 1, 3, 1, 3, 2, 2, 1, 2, 2, 4, 1, 2]","Sunscreen, Serum","Protective, Balancing","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[3, 4, 3, 3, 3, 2, 3, 4, 4, 1, 2, 1, 3, 1]","Sunscreen, Essence","UV Protection, Balanced Hydration","Allantoin, Niacinamide, Water, Salicylic Acid"
"[2, 2, 1, 4, 4, 1, 2, 3, 4, 3, 4, 1, 1, 1]","Sunscreen, Cleanser","Acne Free, Pore Care","Salicylic Acid, Allantoin, Niacinamide, Ceramide"
"[4, 2, 4, 3, 3, 4, 4, 3, 3, 4, 4, 2, 1, 4]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Glycol, Salicylic Acid, Allantoin"
"[2, 1, 4, 4, 1, 2, 3, 1, 2, 1, 4, 1, 2, 2]","Cleanser, Sunscreen","Balancing, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 3, 4, 2, 4, 2, 1, 2, 1, 2, 3, 3, 1, 1]","Moisturizer, Sunscreen","Balanced, Oil Control","Niacinamide, Salicylic Acid, Glycerin, Allantoin"
"[2, 4, 2, 1, 1, 1, 3, 3, 2, 4, 2, 3, 1, 1]","Sunscreen, Cleanser","Pore Care, Hydrating","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[1, 1, 1, 1, 4, 1, 3, 3, 4, 3, 2, 4, 4, 2]","Sunscreen, Moisturizer","Hydrating, UV Protection","Allantoin, Glycerin, Niacinamide, Panthenol"
"[2, 1, 3, 3, 2, 1, 4, 4, 2, 4, 3, 2, 2, 3]","Sunscreen, Booster","Pore Care, Acne Prevention","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[1, 3, 3, 1, 3, 3, 4, 3, 3, 4, 3, 3, 1, 3]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Glycerin, Ceramide, Allantoin"
"[4, 4, 3, 4, 3, 1, 3, 2, 3, 4, 2, 1, 4, 3]","Serum, Sunscreen","Balancing, Protective","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 3, 1, 1, 4, 1, 2, 4, 4, 2, 4, 2, 3, 2]","Sunscreen, Booster","Hydrating, Balanced","Panthenol, Allantoin, Glycerin, Ceramide"
"[4, 2, 1, 4, 2, 3, 2, 3, 3, 4, 1, 3, 2, 1]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Salicylic Acid, Ceramide, Niacinamide"
"[2, 1, 3, 3, 3, 3, 3, 1, 2, 1, 2, 2, 3, 4]","Sunscreen, Serum","Pore Care, Acne Prevention","Niacinamide, Allantoin, Cica, Salicylic Acid"
"[4, 4, 1, 3, 1, 4, 2, 4, 2, 4, 2, 4, 4, 1]","Sunscreen, Booster","Balancing, Acne Free","Allantoin, Salicylic Acid, Panthenol, Glycol"
"[1, 2, 3, 3, 3, 4, 2, 1, 2, 1, 2, 1, 3, 4]","Sunscreen, Cleanser","Balancing, Acne Free","Salicylic Acid, Allantoin, Niacinamide, Cica"
"[2, 1, 2, 3, 3, 2, 4, 4, 4, 1, 2, 3, 1, 1]","Sunscreen, Booster","Pore Care, Custom Care","Niacinamide, Allantoin, Water, Panthenol"
"[1, 2, 2, 3, 1, 4, 2, 2, 2, 4, 4, 1, 2, 3]","Booster, Cleanser","Acne Free, Balancing","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[3, 2, 3, 1, 4, 4, 2, 4, 4, 4, 2, 1, 3, 1]","Booster, Essence","Custom Care, Hydrating","Panthenol, Allantoin, Salicylic Acid, Water"
"[2, 1, 4, 4, 3, 4, 4, 4, 1, 3, 1, 1, 4, 3]","Sunscreen, Booster","Custom Care, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[3, 1, 3, 4, 4, 2, 2, 1, 3, 2, 3, 4, 4, 3]","Sunscreen, Serum","Protective, Custom Care","Niacinamide, Allantoin, Cica, Panthenol"
"[3, 4, 4, 3, 1, 2, 2, 1, 2, 1, 1, 1, 1, 3]","Sunscreen, Calming Mask","Calming, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[4, 2, 2, 2, 2, 3, 2, 4, 3, 1, 4, 2, 2, 3]","Serum, Booster","Balancing, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Glycol"
"[3, 4, 4, 2, 4, 2, 3, 4, 4, 1, 2, 3, 4, 4]","Sunscreen, Essence","Oil Control, Custom Care","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[3, 3, 2, 1, 4, 4, 3, 4, 2, 1, 4, 4, 2, 2]","Booster, Sunscreen","Custom Care, Balanced Hydration","Panthenol, Allantoin, Niacinamide, Water"
"[2, 1, 4, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 4]","Serum, Sunscreen","Pore Care, Balanced","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 1, 1, 2, 3]","Sunscreen, Moisturizer","Hydrating, Balanced","Allantoin, Panthenol, Niacinamide, Glycerin"
"[2, 1, 1, 3, 2, 2, 4, 3, 4, 2, 1, 1, 1, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 3, 3, 1, 2, 1, 3, 1, 3, 4, 1, 2, 4, 2]","Serum, Sunscreen","Acne Prevention, Balancing","Panthenol, Allantoin, Cica, Retinol"
"[2, 4, 3, 1, 2, 3, 2, 1, 4, 1, 3, 1, 1, 4]","Cleanser, Serum","Pore Care, Acne Free","Salicylic Acid, Niacinamide, Allantoin, Cica"
"[1, 4, 4, 2, 4, 3, 4, 2, 2, 4, 1, 4, 4, 1]","Moisturizer, Mask","Hydrating, Oil Control","Salicylic Acid, Panthenol, Ceramide, Niacinamide"
"[4, 1, 4, 1, 2, 4, 3, 2, 1, 4, 2, 1, 2, 2]","Serum, Booster","Soothing, Balancing","Panthenol, Niacinamide, Salicylic Acid, Glycerin"
"[4, 1, 1, 1, 4, 4, 1, 2, 3, 1, 2, 4, 3, 1]","Sunscreen, Serum","Custom Care, Hydrating","Panthenol, Glycerin, Allantoin, Niacinamide"
"[4, 3, 4, 1, 3, 4, 1, 1, 1, 3, 3, 2, 4, 4]","Sunscreen, Moisturizer","Balancing, Balanced","Panthenol, Allantoin, Glycerin, Glycol"
"[4, 1, 1, 4, 3, 2, 2, 2, 1, 4, 2, 4, 3, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[3, 1, 2, 3, 1, 4, 2, 3, 1, 1, 3, 2, 2, 4]","Sunscreen, Toner","Balancing, Acne Free","Allantoin, Niacinamide, Panthenol, Water"
"[3, 3, 3, 4, 2, 4, 2, 4, 3, 4, 3, 3, 1, 3]","Serum, Sunscreen","Balanced, Custom Care","Panthenol, Allantoin, Niacinamide, Cica"
"[4, 4, 3, 4, 1, 1, 1, 3, 2, 3, 4, 1, 4, 1]","Sunscreen, Serum","Balancing, Minimal Care","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[1, 1, 4, 3, 2, 4, 1, 4, 3, 4, 3, 1, 1, 3]","Sunscreen, Moisturizer","Custom Care, Hydrating","Niacinamide, Panthenol, Glycerin, Salicylic Acid"
"[2, 4, 4, 2, 3, 3, 2, 4, 1, 1, 2, 1, 1, 4]","Cleanser, Mask","Pore Care, Protective","Salicylic Acid, Niacinamide, Allantoin, Ceramide"
"[1, 2, 2, 1, 4, 3, 2, 4, 2, 2, 2, 1, 3, 3]","Cleanser, Sunscreen","Acne Free, Protective","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[2, 3, 4, 4, 1, 4, 4, 1, 2, 3, 3, 3, 1, 3]","Sunscreen, Calming Mask","Balanced, Calming","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 3, 2, 3, 1, 3, 4, 4, 1, 3, 1, 1, 3, 1]","Moisturizer, Sunscreen","Balancing, Balanced","Panthenol, Allantoin, Niacinamide, Ceramide"
"[3, 3, 4, 3, 2, 4, 4, 1, 2, 3, 4, 4, 3, 2]","Sunscreen, Booster","Balanced Hydration, Balanced","Allantoin, Panthenol, Water, Salicylic Acid"
"[3, 2, 2, 3, 2, 2, 4, 4, 4, 3, 1, 4, 2, 2]","Sunscreen, Booster","Balanced Hydration, Balancing","Allantoin, Panthenol, Water, Niacinamide"
"[2, 2, 2, 3, 1, 4, 1, 3, 3, 2, 3, 2, 4, 3]","Sunscreen, Spot Treatment","Pore Care, Custom Care","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[3, 2, 4, 3, 3, 3, 3, 4, 4, 2, 3, 1, 3, 4]","Sunscreen, Essence","Protective, Balancing","Niacinamide, Water, Allantoin, Salicylic Acid"
"[3, 1, 3, 3, 4, 2, 3, 2, 1, 3, 3, 1, 3, 1]","Sunscreen, Serum","Hydrating, Balanced","Niacinamide, Allantoin, Water, Panthenol"
"[2, 2, 3, 2, 4, 2, 2, 2, 2, 2, 4, 1, 4, 1]","Cleanser, Sunscreen","Oil Control, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[3, 4, 2, 1, 3, 1, 1, 3, 3, 3, 2, 4, 1, 3]","Sunscreen, Essence","Protective, Balanced Hydration","Allantoin, Niacinamide, Water, Glycerin"
"[4, 3, 3, 1, 4, 1, 1, 1, 3, 1, 2, 1, 3, 3]","Sunscreen, Serum","Balanced, Custom Care","Allantoin, Panthenol, Niacinamide, Cica"
"[3, 1, 4, 2, 1, 2, 2, 1, 4, 4, 2, 4, 3, 1]","Sunscreen, Essence","Oil Control, Calming","Allantoin, Niacinamide, Salicylic Acid, Water"
"[1, 1, 2, 3, 3, 3, 4, 2, 1, 1, 3, 4, 4, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Allantoin, Ceramide, Glycerin"
"[3, 4, 3, 3, 3, 1, 2, 4, 3, 3, 2, 2, 4, 3]","Sunscreen, Essence","Acne Prevention, Protective","Allantoin, Water, Niacinamide, Salicylic Acid"
"[3, 3, 2, 3, 3, 3, 3, 1, 4, 1, 2, 3, 1, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Allantoin, Water, Niacinamide, Cica"
"[3, 3, 2, 1, 2, 2, 1, 2, 4, 4, 2, 1, 3, 1]","Moisturizer, Sunscreen","Soothing, Balanced","Allantoin, Niacinamide, Glycerin, Panthenol"
"[2, 1, 4, 2, 4, 1, 1, 4, 2, 3, 2, 3, 3, 4]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 1, 3, 4, 3, 4, 4, 1, 3, 1, 2, 4, 1, 1]","Serum, Sunscreen","Custom Care, Hydrating","Allantoin, Ceramide, Cica, Panthenol"
"[3, 4, 1, 1, 1, 2, 1, 4, 4, 3, 3, 1, 4, 3]","Sunscreen, Essence","Acne Free, Minimal Care","Allantoin, Niacinamide, Salicylic Acid, Water"
"[2, 1, 1, 4, 3, 1, 4, 2, 1, 2, 1, 4, 3, 1]","Sunscreen, Serum","Protective, Pore Care","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[3, 1, 4, 3, 3, 2, 2, 1, 4, 1, 3, 4, 1, 1]","Sunscreen, Calming Mask","Protective, Calming","Allantoin, Niacinamide, Water, Salicylic Acid"
"[2, 2, 1, 1, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Salicylic Acid, Allantoin, Niacinamide, Panthenol"
"[3, 3, 4, 4, 3, 4, 2, 4, 4, 3, 3, 3, 3, 2]","Sunscreen, Booster","Balanced, Balanced Hydration","Allantoin, Niacinamide, Panthenol, Water"
"[3, 2, 3, 4, 3, 2, 3, 3, 2, 2, 2, 3, 2, 4]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 2, 2, 1, 1, 1, 2, 2, 3, 4, 1, 2, 2, 1]","Cleanser, Spot Treatment","Pore Care, Acne Free","Panthenol, Salicylic Acid, Cica, Niacinamide"
"[3, 2, 4, 4, 2, 3, 1, 4, 1, 4, 2, 4, 3, 1]","Essence, Moisturizer","Soothing, Protective","Ceramide, Allantoin, Panthenol, Glycerin"
"[4, 1, 3, 1, 3, 3, 3, 2, 2, 1, 3, 4, 2, 1]","Serum, Sunscreen","Protective, Balancing","Panthenol, Niacinamide, Glycerin, Ceramide"
"[4, 1, 3, 4, 1, 3, 2, 2, 3, 1, 1, 4, 1, 2]","Serum, Calming Mask","Balancing, Calming","Allantoin, Panthenol, Cica, Ceramide"
"[3, 3, 2, 2, 2, 1, 1, 1, 3, 2, 1, 1, 3, 2]","Sunscreen, Moisturizer","Balanced Hydration, Balanced","Allantoin, Niacinamide, Water, Salicylic Acid"
"[3, 3, 4, 3, 4, 4, 3, 1, 1, 4, 2, 2, 4, 3]","Sunscreen, Essence","Custom Care, Balanced Hydration","Allantoin, Panthenol, Water, Cica"
"[2, 1, 2, 3, 1, 2, 4, 3, 1, 2, 2, 2, 1, 2]","Sunscreen, Toner","Pore Care, Calming","Niacinamide, Allantoin, Cica, Panthenol"
"[2, 1, 4, 3, 4, 4, 3, 1, 2, 2, 3, 3, 3, 2]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 2, 4, 2, 2, 4, 2, 1, 1, 3, 1, 2, 3, 4]","Cleanser, Serum","Pore Care, Acne Treatment","Salicylic Acid, Panthenol, Niacinamide, Cica"
"[2, 1, 4, 2, 4, 4, 1, 3, 2, 3, 4, 2, 4, 3]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 2, 1, 2, 4, 4, 3, 3, 1, 2, 4, 4, 4, 3]","Sunscreen, Booster","Protective, Hydrating","Niacinamide, Ceramide, Salicylic Acid, Panthenol"
"[3, 4, 2, 4, 1, 4, 4, 2, 1, 2, 3, 1, 1, 1]","Serum, Calming Mask","Acne Free, Calming","Niacinamide, Panthenol, Allantoin, Ceramide"
"[3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 4, 2, 1, 4]","Serum, Sunscreen","Balancing, Balanced","Allantoin, Cica, Panthenol, Water"
"[2, 2, 2, 1, 3, 3, 4, 2, 2, 2, 2, 1, 1, 3]","Cleanser, Sunscreen","Protective, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 2, 1, 4, 1, 2, 3, 3, 2, 1, 3, 2, 3, 1]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Salicylic Acid, Ceramide, Panthenol"
"[4, 1, 1, 1, 3, 1, 1, 2, 2, 3, 1, 2, 1, 3]","Sunscreen, Serum","Protective, Balancing","Panthenol, Niacinamide, Allantoin, Cica"
"[3, 1, 2, 4, 1, 1, 3, 4, 3, 2, 1, 1, 1, 2]","Serum, Calming Mask","Balanced Hydration, Acne Free","Allantoin, Niacinamide, Panthenol, Cica"
"[3, 4, 1, 2, 3, 2, 4, 1, 1, 3, 4, 2, 1, 3]","Sunscreen, Booster","Oil Control, Protective","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 2, 4, 4, 4, 4, 2, 4, 3, 4, 3, 1, 4]","Booster, Serum","Balancing, Custom Care","Panthenol, Allantoin, Water, Niacinamide"
"[2, 3, 3, 3, 4, 3, 1, 1, 3, 4, 3, 2, 4, 1]","Moisturizer, Sunscreen","Balanced, Acne Prevention","Allantoin, Cica, Niacinamide, Panthenol"
"[3, 1, 1, 3, 1, 3, 3, 3, 2, 1, 2, 1, 1, 4]","Sunscreen, Essence","Acne Free, Balancing","Allantoin, Niacinamide, Salicylic Acid, Water"
"[2, 3, 2, 2, 4, 4, 1, 2, 2, 2, 4, 1, 1, 4]","Cleanser, Booster","Acne Free, Oil Control","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 2, 4, 1, 3, 2, 3, 3, 2, 3, 3, 4, 1, 4]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 2, 1, 4, 2, 3, 1, 1, 3, 1, 2, 4, 2, 3]","Sunscreen, Serum","Protective, Pore Care","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[1, 4, 2, 4, 2, 1, 2, 3, 4, 1, 3, 4, 1, 4]","Sunscreen, Serum","UV Protection, Acne Free","Allantoin, Niacinamide, Panthenol, Ceramide"
"[3, 3, 1, 4, 1, 3, 4, 2, 4, 1, 4, 2, 1, 1]","Sunscreen, Essence","Balancing, Calming","Allantoin, Panthenol, Ceramide, Cica"
"[3, 1, 1, 1, 2, 1, 1, 4, 3, 2, 4, 1, 2, 1]","Sunscreen, Booster","Acne Free, Hydrating","Panthenol, Niacinamide, Glycerin, Water"
"[2, 3, 3, 2, 2, 4, 1, 2, 1, 1, 1, 4, 1, 2]","Moisturizer, Serum","Soothing, Pore Care","Allantoin, Panthenol, Cica, Salicylic Acid"
"[1, 4, 1, 4, 1, 2, 2, 1, 2, 4, 1, 3, 3, 3]","Sunscreen, Calming Mask","Acne Free, Calming","Niacinamide, Salicylic Acid, Cica, Ceramide"
"[4, 2, 1, 1, 1, 4, 3, 3, 1, 3, 3, 4, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Allantoin, Niacinamide, Glycol"
"[4, 3, 2, 2, 2, 1, 2, 1, 4, 2, 1, 3, 4, 2]","Sunscreen, Serum","Balanced, Acne Free","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[4, 1, 2, 3, 4, 3, 1, 2, 4, 1, 2, 3, 1, 1]","Sunscreen, Serum","Balancing, Soothing","Allantoin, Panthenol, Niacinamide, Water"
"[4, 4, 2, 2, 4, 4, 3, 4, 2, 4, 1, 2, 1, 4]","Serum, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[3, 3, 1, 1, 4, 1, 4, 1, 4, 2, 4, 4, 3, 1]","Sunscreen, Booster","Balanced, Hydrating","Allantoin, Panthenol, Water, Glycerin"
"[2, 1, 3, 2, 4, 1, 3, 4, 4, 4, 4, 1, 1, 2]","Cleanser, Booster","Pore Care, Custom Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[1, 2, 1, 4, 2, 2, 4, 3, 4, 2, 1, 1, 1, 4]","Sunscreen, Serum","Acne Free, Balancing","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[3, 1, 1, 4, 2, 1, 3, 3, 1, 3, 2, 3, 4, 1]","Sunscreen, Serum","Soothing, Balanced","Allantoin, Niacinamide, Ceramide, Water"
"[3, 1, 4, 1, 3, 4, 1, 4, 1, 1, 4, 1, 2, 2]","Booster, Sunscreen","Balanced Hydration, Hydrating","Panthenol, Allantoin, Niacinamide, Glycerin"
"[4, 2, 1, 4, 3, 4, 4, 4, 1, 2, 3, 1, 4, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[4, 1, 3, 3, 1, 4, 4, 2, 4, 2, 3, 3, 4, 3]","Sunscreen, Serum","Balancing, Custom Care","Niacinamide, Panthenol, Allantoin, Cica"
"[4, 1, 1, 4, 4, 1, 3, 3, 1, 3, 1, 1, 2, 2]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[1, 3, 1, 4, 3, 3, 3, 4, 3, 1, 2, 1, 3, 1]","Sunscreen, Moisturizer","Hydrating, Balanced","Ceramide, Allantoin, Niacinamide, Glycerin"
"[3, 2, 4, 1, 1, 3, 3, 1, 1, 2, 2, 1, 1, 2]","Essence, Calming Mask","Calming, Balanced Hydration","Allantoin, Salicylic Acid, Cica, Glycerin"
"[3, 1, 2, 2, 3, 1, 3, 4, 4, 2, 1, 2, 4, 1]","Sunscreen, Toner","Protective, UV Protection","Niacinamide, Allantoin, Water, Panthenol"
"[4, 4, 4, 3, 2, 2, 4, 4, 4, 4, 1, 2, 3, 3]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[2, 4, 4, 4, 4, 1, 2, 3, 3, 4, 4, 2, 3, 1]","Sunscreen, Cleanser","Pore Care, Balancing","Salicylic Acid, Niacinamide, Panthenol, Ceramide"
"[4, 1, 1, 2, 2, 2, 4, 4, 4, 4, 4, 4, 3, 1]","Sunscreen, Booster","Balancing, Oil Control","Panthenol, Niacinamide, Glycol, Salicylic Acid"
